Manufacturer,Year,Price (USD),MPG MIN,MPG MAX,Engine Volume (L),Mileage,Accidents or damage,Seller Rating,Seller Reviews Count,Car Rating,Car Reviews Count,Car Recommendation Rate,Car Comfort Rating,Car Interior Rating,Car Performance Rating,Car Value Rating,Car Exterior Rating,Car Reliability Rating
Hyundai,2024,"32,459",21,25,2.5,"10,046",0,,0,5,5,100,5,5,5,4.8,5,5
Chevrolet,2014,"37,998",17,29,,"23,822",0,,1,4.8,135,97,4.6,4.7,4.9,4.7,4.9,4.6
Audi,2017,"24,310",18,27,4,"64,728",1,4.3,,4.5,4,75,5,4.8,4.5,4.5,4.5,5
BMW,2014,"6,788",34,34,2,"142,174",1,,4,4.8,29,93,4.8,4.8,4.6,4.7,4.8,4.7
Lexus,2018,"33,971",31,28,3.5,"60,804",0,4.9,,4.8,18,88,4.8,4.8,4.9,4.6,4.9,4.8
Chrysler,1978,"24,900",0,0,,"54,547",,2.7,20,,,,,,,,,
GMC,2024,"35,277",23,28,1.5,"7,432",0,4.4,40,5,7,100,4.7,5,5,4.9,5,5
Nissan,2006,"12,411",18,24,3.5,"34,644",1,3.4,414,4.7,74,94,4.3,4.3,4.8,4.7,4.8,4.6
Mercury,2008,"3,999",,,3,"130,296",0,,,4.6,30,96,4.8,4.6,4.5,4.7,4.8,4.7
Jaguar,2012,"29,500",15,22,5,"41,928",0,4,64,5,16,100,4.9,4.7,4.9,5,4.9,4.9
Subaru,2019,"17,794",28,36,2,"74,462",0,4,,4.5,95,86,4.7,4.6,4.3,4.5,4.6,4.6
Audi,2023,"30,499",23,29,2,"41,377",0,4.8,,4.2,4,75,5,4.8,4.8,4.2,5,5
Alfa,2020,"26,995",23,31,2,"49,940",0,,33,5,12,100,5,4.9,5,4.8,5,4.6
INFINITI,2012,"8,498",17,24,3.5,"131,637",1,3.9,288,4.4,22,86,4.4,4.6,4.5,4.2,4.3,4.5
Hyundai,2023,"37,995",,,,"4,962",0,4.1,,4,,,4,4,5,5,5,5
Volkswagen,2015,"15,495",17,23,3.6,"89,165",1,4,905,4.7,13,100,4.9,4.8,4.8,4.6,4.8,4.8
Volvo,2010,"8,500",20,0,2.4,"93,573",0,,3,4.7,7,100,4.6,4.9,4.6,4.6,4.9,4.7
GMC,2022,"19,997",25,30,1.5,"72,593",1,,350,4,14,71,4.4,4.1,3.9,3.7,4.3,4
Chevrolet,2023,"34,250",17,25,3.6,"10,517",0,4.8,820,4.5,13,84,4.8,4.5,4.5,4.4,4.5,4.2
Nissan,2016,"20,725",18,25,3.7,"87,702",1,2.9,394,4.9,26,96,4.6,4.6,4.9,4.7,5,4.8
Cadillac,2008,"7,800",15,23,4.6,"125,915",0,4.9,608,4.6,41,90,4.9,4.6,4.5,4.5,4.7,4.6
Audi,2017,"26,998",19,29,3,"58,546",0,,8,4.9,12,100,4.8,5,4.8,4.7,4.8,4.7
Dodge,1999,"26,990",0,0,5.9,"144,684",0,,32,4.6,5,100,3.8,4.2,4.8,4.8,4.6,4.6
Audi,2017,"23,800",21,29,3,"79,534",1,4.9,,4.6,9,77,4.8,4.7,4.8,4.4,4.8,4.7
Lexus,2006,"24,487",19,25,4.3,"42,778",0,4.4,23,4.9,39,100,4.9,4.9,4.8,4.7,4.9,4.9
Nissan,2020,"22,998",20,28,,"77,132",1,,14,4.8,79,96,4.9,4.8,4.9,4.7,4.9,4.8
Chevrolet,2022,"16,465",29,36,1.5,"61,637",0,4.8,,4.1,10,90,4.2,4,4,4.2,4.2,4.4
INFINITI,2020,"26,998",19,26,,"43,050",0,,9,4.7,42,95,4.9,4.7,4.7,4.6,4.8,4.8
Pontiac,1995,"5,900",19,0,3.8,"109,000",0,,2,4.8,21,95,4.2,4.3,4.8,4.8,4.8,4.5
Lexus,1997,"14,750",,,4.5,"164,757",0,,,4.8,12,91,4.7,4.6,4.3,4.7,4.8,4.9
Buick,2021,"25,453",22,29,2,"51,981",0,4.6,748,4.6,30,86,4.7,4.9,4.6,4.5,4.8,4.7
Volkswagen,2016,"11,250",25,35,1.8,"100,737",0,,51,4.8,25,96,4.7,4.8,4.7,4.9,4.7,4.6
Lexus,2013,"13,999",21,31,3.5,"128,450",1,4.9,,4.7,100,87,4.8,4.6,4.7,4.5,4.6,4.7
Ford,2017,"15,980",18,27,3.5,"64,919",1,4.8,142,4.6,62,91,4.7,4.5,4.6,4.5,4.6,4.7
Buick,2011,"8,990",,,2,"75,915",1,4.6,733,4.1,76,81,4.6,4.6,3.9,4.2,4.6,4.1
Chevrolet,2023,"23,650",26,30,1.3,"31,461",0,4.2,,4.7,11,100,4.8,4.5,4.5,4.5,4.8,4.9
Buick,2021,"18,500",24,29,1.4,"21,793",0,4.6,,4.6,16,81,4.7,4.8,4.4,4.7,4.8,4.7
Audi,2019,"41,951",19,28,2.5,"71,407",1,4.4,,,,,,,,,,
Buick,2022,"22,989",18,0,3.6,"65,884",1,4.9,,5,5,100,5,5,5,5,5,5
Hummer,2006,"22,000",15,15,6,"160,048",0,,7,4.5,49,93,4.6,4.4,4.4,4.4,4.7,4.7
BMW,2014,"17,357",20,30,3,"80,660",1,4.5,700,4.9,28,100,4.8,4.7,4.9,4.5,5,4.8
Lincoln,2015,"19,989",18,0,2.3,"44,131",0,4.7,38,4.6,104,93,4.7,4.6,4.6,4.5,4.8,4.6
RAM,2019,"21,995",0,0,3.6,"79,680",0,,1,3.8,4,75,3.2,2.8,3.2,4,3,3.5
Dodge,2014,"9,900",17,25,3.6,"122,786",1,,18,4.3,95,84,4.5,4.4,4.3,4.3,4.3,4.4
Volvo,2008,"13,990",22,22,3.2,"48,345",0,3.9,58,4.5,27,88,4.8,4.7,4.2,4.3,4.6,4.3
Honda,2021,"31,079",19,28,3.5,"84,472",1,4,,5,21,95,5,5,4.9,4.8,4.9,5
RAM,2017,"23,999",0,0,6.4,"119,522",0,,106,4.6,102,91,4.7,4.6,4.7,4.5,4.7,4.6
Jeep,2023,"44,304",16,23,3.6,"3,598",0,,65,4.9,7,100,5,5,4.9,4.6,4.7,4.9
BMW,2011,"10,995",18,0,3,"75,860",1,5,78,4.6,230,90,4.5,4.5,4.6,4.3,4.7,4.4
Kia,2020,"13,991",29,40,2,"61,883",0,4.2,12,4.6,93,88,4.6,4.7,4.5,4.7,4.8,4.6
Volvo,2011,"9,995",18,24,3.2,"105,849",1,4.8,45,4.3,23,82,4.6,4.5,4.4,4.1,4.5,4.4
Nissan,2019,"23,995",20,28,3.5,"24,549",1,4.9,,4.8,97,97,5,4.9,4.8,4.8,4.9,4.8
Chevrolet,2020,"21,800",21,27,2.5,"59,673",0,,25,4.6,72,87,4.7,4.7,4.8,4.4,4.9,4.6
Jeep,2015,"16,800",16,21,3.6,"155,555",1,5,234,4.8,138,95,4.4,4.5,4.6,4.5,4.8,4.8
Saturn,2008,"3,295",24,30,1.8,"130,047",0,1.6,252,4.5,53,94,4.3,4.4,4.1,4.6,4.7,4.6
Nissan,2022,"22,991",29,39,2,"19,721",0,4.8,696,4.5,12,83,4.4,4.6,4.3,4.4,4.7,4.4
Subaru,2017,"15,999",25,32,2.5,"113,436",0,,1,4.8,369,95,4.8,4.7,4.7,4.7,4.7,4.8
Chevrolet,2022,"29,834",19,26,3.6,"50,479",0,4.6,372,4.8,9,100,4.8,4.7,4.9,4.3,4.9,4.6
Subaru,2016,"19,834",24,32,2.5,"57,076",0,4.4,657,4.6,158,91,4.5,4.4,4.6,4.6,4.5,4.6
Ford,2019,"18,000",18,22,2.3,"97,027",0,,80,4.8,114,95,4.8,4.8,4.8,4.7,4.9,4.8
GMC,2021,"23,095",19,27,3.6,"85,950",0,,0,4.7,45,91,4.9,4.8,4.7,4.5,4.9,4.5
Lexus,2018,"27,000",18,25,3.5,"96,046",0,,1,4.5,31,87,4.7,4.7,4.5,4.5,4.6,4.6
Volvo,2017,"13,866",22,31,2,"116,958",1,4.4,423,4.6,46,84,4.8,4.8,4.6,4.3,4.7,4.2
Buick,2018,"10,918",25,33,1.4,"83,827",1,,129,4.7,195,92,4.8,4.7,4.6,4.7,4.7,4.7
Hyundai,2023,"25,991",29,35,1.6,"26,370",0,3,279,3.9,14,78,4.2,4.1,3.8,3.9,4.3,4
Chrysler,2018,"17,900",27,27,3.6,"94,337",1,,13,4.8,121,93,4.9,4.9,4.7,4.7,4.9,4.7
Mazda,2017,"14,598",27,37,2,"51,765",0,,12,4.7,163,95,4.7,4.7,4.6,4.7,4.7,4.7
Hyundai,2023,"21,200",30,40,2,"4,106",0,4.8,535,4.5,11,81,4.5,4.3,4.5,4,4.5,4.3
Lexus,2015,"19,019",22,28,2,"75,569",0,4.6,,4.6,73,86,4.6,4.6,4.4,4.3,4.8,4.6
Ford,2020,"19,968",24,27,2,"75,000",0,4.1,71,3.8,10,60,3.4,3.6,3.9,4,3.9,4.4
Dodge,1999,"31,900",0,0,5.9,"71,975",1,3.2,239,4.6,5,100,3.8,4.2,4.8,4.8,4.6,4.6
Jaguar,2017,"14,991",21,30,2,"52,066",0,4.7,,4.8,50,92,4.7,4.5,4.8,4.6,4.8,4.8
Subaru,2021,"23,000",24,32,2.4,"87,541",0,4.6,,5,10,100,5,5,5,4.9,5,5
MINI,2013,"21,250",26,35,1.6,"69,119",0,,14,4.8,13,100,4.2,4.6,5,4.8,4.8,4.8
Hyundai,2022,"28,618",19,26,,"45,822",0,4.4,92,4,7,71,4.9,4.7,4.1,4.1,4.6,3.9
Mercedes-Benz,2021,"29,995",25,34,2,"31,833",0,3.9,137,4.7,22,90,4.7,4.7,4.9,4.7,4.9,4.9
Lincoln,2011,"8,890",17,24,3.7,"147,370",0,4.4,104,4.7,37,94,4.8,4.6,4.6,4.6,4.8,4.7
Ford,2019,"29,995",20,24,2.3,"46,224",0,4.8,97,4.3,245,82,4.5,4.3,4.4,4.1,4.5,4.4
Buick,2019,"21,991",22,29,2.5,"55,768",0,3,279,4.7,73,91,4.7,4.8,4.6,4.6,4.8,4.7
Jaguar,2007,"16,950",17,23,4.2,"86,890",1,4.2,47,4.7,16,93,4.7,4.7,4.9,4.3,4.7,4.4
Chevrolet,2021,"16,751",29,36,1.5,"79,943",1,,12,4.1,11,72,4.4,4.3,4.1,4.1,4.5,4.1
INFINITI,2009,"10,987",14,20,4.5,"115,239",0,5,,,,,,,,,,
Ford,2019,"32,000",,,6.7,"142,331",0,4.8,,4.4,101,83,4.6,4.6,4.5,4.2,4.7,4.4
Audi,2016,"14,000",,,2,"119,000",1,,,4.8,22,100,4.5,4.8,4.9,4.5,5,4.7
Subaru,2023,"25,547",27,34,2.5,"42,814",0,4.2,52,3.6,15,66,3.6,3.6,3.5,3.5,3.6,3.7
Dodge,2006,"27,900",8,11,,"71,693",1,3.1,640,4.4,100,93,4.5,4.3,4.5,4.4,4.7,4.5
Ford,2019,"19,998",22,29,,"53,251",0,,2,4.7,201,91,4.8,4.7,4.7,4.6,4.8,4.7
Subaru,2019,"21,791",27,33,2,"51,381",0,4.8,608,4.7,208,94,4.7,4.7,4.6,4.7,4.8,4.8
Chrysler,2022,"38,825",0,0,3.6,"18,399",0,4.3,11,3.8,5,100,4.2,4,4,3.6,3.8,3.8
Nissan,2017,"12,590",25,32,2.5,"97,911",0,4.7,,4.7,558,93,4.7,4.7,4.6,4.6,4.8,4.7
Jeep,2019,"22,495",18,25,3,"86,209",0,,7,4.8,227,96,4.9,4.9,4.8,4.6,4.9,4.8
Mercedes-Benz,2022,"44,998",19,27,,"21,861",0,,4,5,3,100,5,5,5,4.3,5,5
Chevrolet,2020,"15,873",26,31,1.5,"101,191",0,4.9,762,4.7,288,91,4.7,4.7,4.7,4.6,4.8,4.7
Cadillac,2019,"9,900",,,3.6,"170,000",1,,,4.5,23,91,4.7,4.7,4.7,4.6,4.8,4.6
Jeep,2021,"37,998",18,25,,"29,810",0,,6,4.1,15,66,4.3,4.7,4.1,4.3,4.6,4
MINI,2023,"24,894",,,,"14,053",0,4.7,402,,,,,,,,,
Audi,2021,"28,090",23,28,2,"40,270",0,4.7,,4.6,16,93,4.6,4.4,4.7,4.2,4.5,4.7
Lincoln,2023,"34,795",21,28,2,"12,163",0,4.6,629,5,2,100,5,5,5,5,5,5
Dodge,2010,"11,695",16,18,5.7,"169,117",1,4.6,24,4.6,103,93,4.7,4.5,4.6,4.6,4.7,4.5
Nissan,2017,"13,998",20,27,,"107,427",1,,15,4.3,7,71,4.3,4.3,4.4,4,4,4.2
Hyundai,2023,"20,888",30,35,2,"27,805",0,4.4,221,3.9,14,78,4.2,4.1,3.8,3.9,4.3,4
Honda,2023,"35,505",19,24,3.5,"32,448",0,,10,4.6,5,100,4.8,4.8,4.6,4.8,4.4,4.8
Kia,2021,"21,998",27,37,1.6,"58,389",1,4.8,393,4.5,75,86,4.7,4.7,4.5,4.5,4.7,4.5
Lexus,2017,"21,995",21,30,3.5,"83,074",1,4.1,193,4.6,104,92,4.7,4.7,4.7,4.5,4.6,4.8
Nissan,2015,"10,999",26,31,1.6,"90,169",0,4.1,372,4.7,46,97,4.6,4.7,4.8,4.6,4.9,4.8
Toyota,2020,"29,995",19,26,3.5,"58,575",0,3.9,137,4.8,37,94,4.7,4.8,4.8,4.5,4.7,4.8
Chevrolet,2020,"30,986",0,0,6,"60,717",1,,3,5,,,5,5,5,5,4,5
Ford,2018,"28,490",18,23,5,"68,616",0,4.8,,4.7,837,93,4.8,4.8,4.8,4.6,4.8,4.7
Land,2018,"31,946",17,23,3,"80,847",0,4.1,238,3.5,10,60,4,4.2,3.6,3.2,4.3,3.1
Toyota,2023,"39,911",22,29,2.4,"14,217",0,4.7,549,2.5,31,29,3.1,3.1,2.5,2.3,3.5,2.7
Volkswagen,2023,"27,783",,,,"16,200",0,4.8,,4.5,12,91,4.6,4.3,4.5,4.2,4.5,4.5
Maserati,2014,"32,610",13,22,3.8,"38,096",1,,0,4.8,19,94,4.9,4.5,4.9,4.4,4.7,4.8
Dodge,2022,"21,577",19,30,3.6,"69,920",0,4,9,4.8,5,100,5,4.8,5,4.8,5,4.8
Chrysler,2023,"31,998",,,,"35,093",0,,3,,,,,,,,,
BMW,2020,"24,885",23,31,2,"45,962",0,,45,4.9,15,100,4.7,4.9,5,4.7,4.9,4.9
Jeep,2015,"7,955",21,27,2.4,"98,825",0,4.4,,4.4,120,89,4.5,4.4,4.3,4.4,4.5,4.5
Ford,2016,"11,998",26,36,2,"21,494",0,,14,4.3,196,82,4.4,4.5,4.3,4.3,4.6,4.3
Toyota,1984,"14,495",0,0,4.2,"210,978",0,,3,,,,,,,,,
Honda,2016,"10,989",25,34,1.8,"126,711",1,4.4,16,4.5,157,84,4.4,4.4,4.2,4.5,4.6,4.7
Subaru,2021,"23,000",26,33,2.5,"42,668",0,4.9,569,4.6,88,92,4.8,4.7,4.6,4.6,4.8,4.8
Dodge,2020,"25,997",18,25,3.6,"58,359",0,,37,4.8,48,95,5,4.8,4.9,4.8,4.9,4.8
Jeep,2021,"36,000",17,22,3.6,"42,000",0,4.6,,4.9,59,98,4.8,4.9,4.9,4.6,4.9,4.9
GMC,2016,"39,000",,,4.8,"97,500",1,,,4.2,4,75,4.2,3.8,3.5,4,4,4.8
Hyundai,2022,"36,302",19,26,,"34,650",0,5,110,4,7,71,4.9,4.7,4.1,4.1,4.6,3.9
Ford,2017,"13,200",20,27,2,"91,438",1,,55,4.6,780,91,4.7,4.6,4.6,4.5,4.7,4.6
Jeep,2020,"36,880",17,22,,"58,611",0,,4,4.6,159,87,4.6,4.7,4.6,4.2,4.8,4.6
Jeep,2021,"34,900",21,24,2,"64,636",1,4.1,187,4.9,50,94,4.9,5,4.9,4.6,4.9,4.8
Ford,2023,"28,769",21,28,2.3,"42,418",0,4.8,191,3.6,8,62,4.5,4.2,4.8,3.9,4.9,4
Kia,2012,"9,245",23,31,2.4,"83,695",0,4.6,65,4.4,32,87,4.2,4.3,4.5,4.6,4.4,4.6
Mazda,2023,"21,989",28,37,2.5,"9,371",0,4.9,885,5,5,100,5,5,5,5,5,5
Jeep,2023,"36,000",0,0,2,"28,078",0,4.8,998,4.4,8,87,4.2,4.1,4.4,4,4.6,4.4
BMW,2021,"38,644",25,32,3,"51,680",0,4.8,775,5,5,100,5,5,5,4.8,5,4.8
RAM,2019,"20,900",16,23,3.6,"99,941",1,,10,4.7,143,93,4.7,4.6,4.7,4.7,4.7,4.8
Honda,2018,"23,060",30,38,1.5,"70,511",1,,289,4.7,658,92,4.8,4.8,4.7,4.7,4.8,4.8
GMC,2013,"10,000",22,32,2.4,"109,207",0,4.6,494,4.3,139,82,4.6,4.6,4.2,4.2,4.8,4.4
Subaru,2011,"24,995",17,23,2.5,"68,385",1,3.6,81,4.5,34,91,4.2,4.1,4.8,4.3,4.5,4.4
Cadillac,2016,"21,995",18,27,3.6,"55,401",1,,9,4.7,26,84,4.9,4.9,4.8,4.5,5,4.6
Saturn,2008,"3,900",19,26,2.4,"140,272",1,4.4,184,4.2,96,80,4.5,4.3,4.1,4.2,4.5,4.2
Nissan,2022,"23,950",27,37,2.5,"32,318",1,,39,4.2,12,83,4.8,4.7,4.2,4.2,4.9,4.5
Ford,2017,"25,988",,,3.7,"95,208",0,4.3,,4.5,29,93,4.5,4.3,4.4,4.3,4.4,4.2
Mercedes-Benz,2022,"34,200",19,27,2,"49,800",0,4.2,,5,3,100,5,5,5,4.3,5,5
Mazda,2023,"28,995",20,26,2.5,"37,163",0,4.8,,5,,,5,5,4,4,5,5
Pontiac,2008,"14,999",19,28,2,"33,102",0,,,4.8,45,100,4.2,4.5,4.8,4.9,4.9,4.8
Volkswagen,2017,"12,945",0,0,1.8,"90,061",1,3.6,23,4.9,73,98,4.7,4.8,4.6,4.7,4.8,4.8
Volkswagen,2018,"31,500",21,29,2,"43,645",1,,394,4.9,19,100,4.9,4.9,5,4.6,4.8,4.7
RAM,2021,"32,950",15,21,5.7,"73,937",1,,5,4.7,107,93,4.8,4.8,4.7,4.5,4.8,4.7
Dodge,2023,"32,990",18,25,3.6,"46,139",0,,29,5,2,100,5,4.5,5,5,5,5
Buick,2017,"12,277",25,33,1.4,"98,750",0,3.6,423,4.6,219,90,4.6,4.6,4.4,4.5,4.7,4.6
Lincoln,2020,"28,279",17,24,3,"88,539",0,4.6,,3.7,90,58,4.4,4.4,4.2,3.5,4.5,3.5
Dodge,2022,"29,991",19,30,3.6,"35,749",1,,20,4.8,5,100,5,4.8,5,4.8,5,4.8
Mercedes-Benz,2020,"28,980",23,33,2,"14,517",0,5,12,4.1,17,76,4.7,4.8,4.8,4.2,4.6,4.2
GMC,2022,"24,206",25,30,1.5,"57,706",0,,29,4,14,71,4.4,4.1,3.9,3.7,4.3,4
Chevrolet,2022,"20,955",25,30,1.5,"43,806",1,4.3,168,4.4,14,78,4.4,4.1,4.3,4.3,4.6,4.1
RAM,2021,"34,998",,,,"55,028",0,,11,,,,,,,,,
Land,2020,"23,650",19,24,,"39,392",0,4.3,,4.1,11,72,4.1,4.4,4.1,4.1,4.5,4.2
Scion,2010,"6,995",27,33,1.8,"91,299",0,,15,4.6,19,94,3.9,4.2,4.4,4.5,4.5,5
Nissan,2020,"18,555",20,30,3.5,"90,185",1,4.3,320,4.9,18,100,4.9,5,4.9,4.7,4.9,4.9
BMW,2015,"20,695",20,29,3,"76,144",1,,4,4.2,5,80,4.2,4.2,4.2,4,4.2,4
BMW,2018,"25,995",23,33,2,"53,213",0,,15,5,2,100,5,5,5,5,5,5
Ford,2021,"27,995",25,28,1.5,"46,805",0,,18,4.5,72,87,4.6,4.6,4.5,4.5,4.7,4.6
Chevrolet,2017,"10,900",30,40,1.4,"76,588",1,4.4,231,4.8,421,94,4.7,4.7,4.7,4.7,4.8,4.8
Ford,2020,"24,990",21,0,2,"34,763",0,,,4.9,152,96,4.9,4.9,4.8,4.7,4.8,4.9
INFINITI,2013,"8,995",19,27,3.7,"112,980",0,,0,4.7,133,98,4.6,4.5,4.8,4.7,4.7,4.8
Volkswagen,2022,"28,942",20,24,2,"36,397",1,,2,4.1,7,57,4.9,4,4.3,3.7,4.6,4.7
Dodge,2014,"7,997",28,41,1.4,"100,495",1,2.1,85,4.2,93,81,4.4,4.6,4.2,4.3,4.6,4.1
Volkswagen,2018,"12,995",19,28,3.6,"120,538",0,,5,4.7,101,93,4.7,4.7,4.6,4.7,4.6,4.7
Jeep,2022,"31,023",,,3.6,"57,940",0,4.8,137,3.1,12,41,4.1,4.2,3.2,2.9,4.3,3
Mercedes-Benz,2016,"13,990",24,32,2,"90,585",1,2.8,107,4.8,13,100,4.7,4.8,4.7,4.6,4.7,4.8
Chevrolet,2022,"38,955",,,5.3,"39,926",0,4.6,55,,,,,,,,,
Audi,2020,"39,555",15,21,4,"81,908",0,4.8,,,,,,,,,,
Ford,2022,"40,998",0,0,3.5,"39,827",1,4.3,436,,,,,,,,,
Jeep,2022,"38,880",,,3.6,"18,426",0,4.3,,3.1,12,41,4.1,4.2,3.2,2.9,4.3,3
Volkswagen,2013,"7,488",42,48,1.4,"85,247",0,2.4,94,3.6,33,66,4.4,4.2,3.8,3.5,4.3,3.4
BMW,2021,"30,788",0,0,2,"22,648",1,,6,,,,,,,,,
BMW,2012,"11,450",16,23,3,"100,464",0,4.8,,4.3,90,86,4.6,4.6,4.7,4.1,4.7,4
BMW,2014,"8,900",23,35,2,"95,351",0,,1,4.5,57,91,4.6,4.4,4.5,4.3,4.7,4.6
Mazda,2022,"28,595",20,26,2.5,"57,563",0,,13,4.5,6,83,4,4.7,4.7,4.5,4.7,4.5
Subaru,2017,"21,000",21,29,2,"55,249",1,,1,4.9,23,91,4.7,4.4,4.4,4.7,4.9,4.8
Toyota,2022,"24,990",,,1.8,"24,972",0,,5,5,6,100,4.5,4.7,4.8,4.8,4.8,5
Chevrolet,2024,"41,999",18,23,2.7,"8,481",0,,2,5,2,100,4,5,4.5,4.5,5,5
Ford,2022,"34,500",0,0,3.5,"24,675",1,4.4,906,,,,,,,,,
Lexus,2018,"40,991",18,27,3.5,"49,717",1,4.7,,4.4,36,80,4.6,4.8,4.6,4.4,4.9,4.7
Toyota,2017,"24,295",34,30,2.5,"60,949",0,4.3,403,4.8,118,93,4.7,4.6,4.7,4.6,4.7,4.8
Hyundai,2022,"23,906",25,28,2.5,"47,296",1,4.6,,4.1,13,69,4.5,4.7,4.1,4.3,4.5,3.8
Jeep,2019,"17,998",21,29,,"57,431",0,,11,4.4,67,85,4.5,4.5,4.4,4.3,4.5,4.5
Chevrolet,2022,"15,000",23,30,1.4,"53,225",0,4.5,274,4.4,5,100,4.4,4.8,4.6,4.8,4.6,4.6
Mercedes-Benz,2022,"32,990",22,27,2,"46,164",0,,2,3.6,5,60,4.2,4,3.2,3.4,4,3.8
Chrysler,2021,"32,195",0,0,3.6,"29,046",0,,120,3.7,19,63,4.5,4.5,4.1,3.8,4.5,3.5
Ford,1956,"34,000",0,0,,"22,658",,2.2,284,,,,,,,,,
Nissan,2022,"33,430",17,22,3.8,"30,099",0,4.5,361,4,23,69,4.3,4,4.4,4,4.3,4.1
FIAT,2014,"10,982",28,34,1.4,"38,432",0,4.3,,5,4,100,4.8,4.5,5,4.8,5,4.8
Ford,2022,"41,389",16,22,3.5,"73,927",0,3.6,117,,,,,,,,,
Nissan,2019,"12,674",31,36,1.6,"95,694",0,4.2,,4.4,73,83,4.5,4.5,4.3,4.5,4.6,4.5
Audi,2016,"12,926",0,0,1.4,"84,771",0,4.9,299,4.6,14,85,4.6,4.5,4.5,4,4.6,4.4
Chevrolet,2019,"11,577",26,34,1.4,"67,572",0,,6,4.6,26,88,4.7,4.3,4.6,4.6,4.7,4.6
Lexus,2018,"32,662",22,32,2,"87,206",0,4.9,,5,5,100,4.8,5,5,3.8,5,5
MINI,2024,"31,900",23,31,2,"27,664",0,,22,,,,,,,,,
Toyota,2016,"15,999",54,53,1.8,"112,234",1,4.4,184,4.8,99,97,4.7,4.7,4.7,4.8,4.7,4.9
Dodge,2008,"24,000",,,3,"141,494",1,,,4.5,2,100,4.5,4,4.5,4.5,4,5
Land,2016,"17,998",15,0,3,"96,029",0,,25,4.3,22,77,4.6,4.4,4.4,4,4.7,4
BMW,2016,"18,498",20,30,3,"88,899",1,,1,4.8,12,91,4.7,4.8,5,4.7,4.8,4.7
RAM,2013,"13,791",16,23,3.6,"127,284",1,,0,4.6,170,90,4.7,4.6,4.6,4.5,4.8,4.5
Chevrolet,2022,"34,999",,,3,"88,301",0,,8,,,,,,,,,
Toyota,2011,"16,995",16,20,4,"226,898",1,4.2,941,4.6,77,93,4.4,4.3,4.6,4.5,4.7,4.7
Dodge,2020,"33,895",17,22,5.7,"63,565",0,4,51,4.8,48,95,5,4.8,4.9,4.8,4.9,4.8
Jeep,2022,"24,497",22,30,2.4,"9,886",0,4.9,572,4,21,71,4.2,4.5,3.5,3.7,4.7,4.2
Audi,2013,"10,500",,,2,"112,565",0,,,4.9,19,94,4.8,4.9,4.8,4.4,4.8,4.6
Ford,2008,"8,495",,,2.3,"90,815",0,,0,4.5,53,90,4.5,4.4,4.4,4.5,4.7,4.4
Hyundai,2022,"27,894",22,25,2.5,"27,688",0,,5,4.1,13,69,4.5,4.7,4.1,4.3,4.5,3.8
Honda,2021,"31,990",40,35,2,"20,452",0,,22,4.8,123,95,4.8,4.8,4.7,4.7,4.8,4.8
Toyota,2020,"19,995",28,39,2.5,"68,774",1,,53,4.7,151,93,4.7,4.7,4.7,4.7,4.8,4.8
GMC,2023,"26,327",22,27,2,"53,500",0,,222,4.4,7,71,4.4,4.4,4.3,4.3,4.3,4.3
Volvo,2018,"20,433",22,30,,"88,861",0,5,,5,4,100,5,5,5,5,5,5
BMW,2021,"29,399",0,0,2,"59,703",0,5,54,3.9,8,75,4.9,4.8,4.8,4.1,4.4,3.8
Nissan,2023,"23,500",,,2,"30,000",0,,,4.5,6,83,4.5,4.5,4.7,4.3,5,4.7
Volkswagen,2018,"17,850",19,25,2,"37,509",1,4.9,,4.6,18,88,4.7,4.4,4.3,4.5,4.5,4.7
Kia,2023,"31,280",39,35,1.6,"41,431",0,4.7,,4.8,5,100,4.8,4.2,4.4,4.4,5,4.6
Lexus,2018,"44,988",18,27,3.5,"48,824",0,4.8,,4.4,36,80,4.6,4.8,4.6,4.4,4.9,4.7
Hyundai,2020,"22,993",21,26,2.4,"23,539",0,4.9,,4.7,174,92,4.7,4.7,4.7,4.7,4.8,4.7
Nissan,2024,"44,098",15,21,5.6,"4,732",0,4.8,673,,,,,,,,,
Kia,2018,"14,500",0,0,2,"75,812",1,4.8,578,4.8,4,100,5,5,4.8,4.5,4.8,5
Toyota,2017,"17,232",43,39,1.8,"99,679",1,4.5,289,4.8,31,90,4.6,4.5,4.5,4.6,4.5,4.9
Lexus,1995,"12,998",18,22,4,"108,000",0,,8,5,9,100,4.8,4.8,4.8,5,4.9,5
Buick,2016,"17,999",21,30,2,"59,786",0,4.2,231,4.6,44,93,4.7,4.7,4.8,4.7,4.8,4.8
Kia,2021,"16,995",29,41,2,"33,803",1,,1,4.8,51,94,4.8,4.8,4.7,4.7,4.9,4.8
Lincoln,2018,"18,870",19,25,2,"106,015",1,,15,4.8,48,95,4.9,4.9,4.7,4.6,4.9,4.8
Hyundai,2020,"23,900",22,29,2.4,"20,379",0,4.6,,4.9,209,96,4.9,4.8,4.7,4.8,4.9,4.9
Hyundai,2024,"24,987",54,58,1.6,"3,013",0,4.7,903,,,,,,,,,
Scion,2007,"5,999",23,29,2.4,"132,475",,4.8,310,4.5,61,93,4.2,4.4,4.4,4.6,4.7,4.6
Ford,2022,"26,045",20,28,2,"16,307",0,4.6,371,4.1,16,75,4.3,4.2,4,3.8,4.4,4.1
Chevrolet,2011,"9,900",15,21,5.3,"169,501",0,4.5,,4.8,46,91,4.9,4.7,4.5,4.3,4.9,4.6
